,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Rank_2018,State,2018,2017,2016,2015,city,lat,lng,population,density,ranking,Fuel_price,Holiday,Month,Year,Quarter,LOAD_FACTOR
4047,2012-03-21,CLT,26,21,15,16,14,12,90,68,46,1026,1023,1022,16,16,13,27,10,34.0,0.00,4,,136,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,3235,0,3,2012,1,84.43
4048,2012-03-21,LAS,23,16,8,1,-2,-3,45,32,19,1020,1016,1012,16,16,16,16,8,19.0,0.00,0,,187,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,3235,0,3,2012,1,84.43
4049,2012-03-21,PHX,24,17,9,2,0,-4,61,40,18,1018,1015,1011,16,16,16,23,7,34.0,0.00,1,,98,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,3235,0,3,2012,1,84.43
4050,2012-03-21,IAH,23,17,12,14,9,4,90,64,30,1014,1012,1009,16,16,16,27,11,47.0,1.52,5,Rain,213,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,3235,0,3,2012,1,84.43
4051,2012-03-21,MIA,28,26,23,19,19,18,79,69,58,1021,1019,1017,16,16,11,40,25,50.0,T,5,Rain,107,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,3235,0,3,2012,1,84.43
4052,2012-03-21,MCO,28,23,18,19,18,17,93,76,58,1022,1020,1019,16,16,16,39,14,50.0,T,3,,99,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,3235,0,3,2012,1,84.43
4053,2012-03-21,EWR,19,17,13,14,13,12,100,87,73,1028,1026,1026,16,6,0,16,5,24.0,T,8,Fog,107,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,3235,0,3,2012,1,84.43
4054,2012-03-21,SEA,9,5,1,2,0,-4,92,66,39,1017,1014,1009,16,16,11,27,9,34.0,1.27,6,Rain,130,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,3235,0,3,2012,1,84.43
4055,2012-03-21,MSP,19,16,13,13,12,11,93,80,67,1017,1015,1012,16,15,11,26,10,34.0,0.51,8,,202,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,3235,0,3,2012,1,84.43
4056,2012-03-21,DTW,29,21,13,14,12,11,80,59,37,1023,1021,1019,16,14,8,23,7,29.0,0.00,3,,121,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,3235,0,3,2012,1,84.43
4057,2012-03-21,PHL,21,18,14,15,14,13,100,81,61,1028,1026,1025,16,10,1,14,3,39.0,0.25,7,,123,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,3235,0,3,2012,1,84.43
4058,2012-03-21,BOS,26,19,13,13,13,12,86,65,43,1027,1025,1023,16,16,16,32,17,48.0,0.00,0,,231,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,3235,0,3,2012,1,84.43
4059,2012-03-21,LGA,26,19,13,13,13,12,86,65,43,1027,1025,1023,16,16,16,32,17,48.0,0.00,0,,231,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4060,2012-03-22,ATL,25,22,18,17,16,14,87,71,54,1023,1021,1019,16,15,11,21,11,27.0,T,7,Rain,125,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,3203,0,3,2012,1,84.43
4061,2012-03-22,ORD,28,22,16,17,13,11,81,61,40,1019,1017,1016,16,15,10,37,10,48.0,4.06,5,Rain,154,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,3203,0,3,2012,1,84.43
4062,2012-03-22,LAX,17,14,11,11,10,9,100,82,64,1015,1014,1012,16,10,2,26,9,32.0,0.00,4,Fog,245,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,3203,0,3,2012,1,84.43
4063,2012-03-22,DFW,22,16,8,11,8,7,93,69,44,1014,1010,1008,16,16,11,48,17,63.0,5.84,7,Rain,231,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,3203,0,3,2012,1,84.43
4064,2012-03-22,DEN,18,9,-1,0,-6,-10,70,43,15,1014,1012,1008,16,16,16,32,16,39.0,0.00,3,,42,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,3203,0,3,2012,1,84.43
4065,2012-03-22,JFK,19,16,12,14,12,11,100,86,72,1026,1023,1019,16,5,0,24,9,27.0,T,4,Fog,209,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,3203,0,3,2012,1,84.43
4066,2012-03-22,SFO,13,11,8,10,6,2,89,70,50,1017,1016,1014,16,16,14,47,22,52.0,0.00,6,,271,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,3203,0,3,2012,1,84.43
4067,2012-03-22,CLT,27,22,16,17,16,13,93,68,42,1025,1023,1020,16,12,1,14,6,21.0,0.00,5,,182,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,3203,0,3,2012,1,84.43
4068,2012-03-22,LAS,28,20,11,1,-1,-4,50,33,15,1012,1009,1006,16,16,16,32,14,40.0,0.00,1,,184,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,3203,0,3,2012,1,84.43
4069,2012-03-22,PHX,29,21,12,4,2,-1,59,37,15,1013,1011,1008,16,16,16,16,8,26.0,0.00,0,,111,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,3203,0,3,2012,1,84.43
4070,2012-03-22,IAH,27,21,14,13,11,8,78,55,32,1015,1013,1012,16,16,16,21,11,34.0,0.00,1,,187,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,3203,0,3,2012,1,84.43
4071,2012-03-22,MIA,28,26,23,20,18,17,79,65,51,1022,1020,1019,16,15,13,34,22,42.0,0.25,4,,104,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,3203,0,3,2012,1,84.43
4072,2012-03-22,MCO,30,24,17,19,17,16,93,69,44,1022,1021,1019,16,16,16,26,13,35.0,0.00,2,,104,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,3203,0,3,2012,1,84.43
4073,2012-03-22,EWR,26,20,13,15,14,13,100,74,48,1026,1022,1019,16,8,0,27,9,34.0,T,5,Fog,221,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,3203,0,3,2012,1,84.43
4074,2012-03-22,SEA,10,6,2,2,1,-4,100,70,39,1019,1015,1010,16,16,10,21,7,24.0,4.06,7,Rain,187,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,3203,0,3,2012,1,84.43
4075,2012-03-22,MSP,21,17,13,16,14,13,93,81,68,1019,1016,1014,16,13,6,27,14,37.0,3.05,8,Rain,71,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,3203,0,3,2012,1,84.43
4076,2012-03-22,DTW,30,22,13,14,12,10,86,62,37,1021,1020,1018,16,13,6,19,4,26.0,0.00,3,,99,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,3203,0,3,2012,1,84.43
4077,2012-03-22,PHL,22,18,14,16,15,14,100,83,66,1026,1024,1020,16,6,0,21,6,29.0,0.00,6,Fog,211,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,3203,0,3,2012,1,84.43
4078,2012-03-22,BOS,28,21,13,13,12,9,87,60,33,1023,1019,1015,16,16,13,24,16,34.0,0.00,1,,252,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,3203,0,3,2012,1,84.43
4079,2012-03-22,LGA,28,21,13,13,12,9,87,60,33,1023,1019,1015,16,16,13,24,16,34.0,0.00,1,,252,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,3203,0,3,2012,1,84.43
4080,2012-03-23,ATL,22,20,18,17,16,14,87,79,70,1020,1017,1014,16,15,8,35,14,45.0,0.25,7,Rain,183,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,3235,0,3,2012,1,84.43
4081,2012-03-23,ORD,17,15,13,16,14,9,97,85,72,1016,1012,1009,16,9,0,32,9,39.0,31.75,7,Fog-Rain,59,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,3235,0,3,2012,1,84.43
4082,2012-03-23,LAX,17,14,12,10,9,8,89,77,64,1018,1016,1015,16,15,13,24,10,29.0,T,7,,210,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,3235,0,3,2012,1,84.43
4083,2012-03-23,DFW,24,16,8,9,8,7,93,65,36,1017,1015,1014,16,16,16,16,8,23.0,0.00,1,,257,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,3235,0,3,2012,1,84.43
4084,2012-03-23,DEN,24,14,3,1,-6,-9,70,40,10,1016,1011,1008,16,16,16,40,16,48.0,0.00,2,,173,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,3235,0,3,2012,1,84.43
4085,2012-03-23,JFK,25,18,12,13,9,2,93,65,37,1019,1018,1017,16,15,6,45,13,56.0,0.00,5,Fog,109,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4086,2012-03-23,SFO,16,11,6,4,2,-1,82,58,33,1019,1016,1012,16,16,16,39,12,52.0,0.00,5,,141,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,3235,0,3,2012,1,84.43
4087,2012-03-23,CLT,26,21,16,17,16,15,100,77,54,1021,1018,1015,16,15,6,34,7,47.0,3.05,5,Rain-Thunderstorm,186,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,3235,0,3,2012,1,84.43
4088,2012-03-23,LAS,27,22,16,1,-2,-6,34,24,13,1011,1009,1008,16,16,16,34,18,45.0,0.00,5,,194,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,3235,0,3,2012,1,84.43
4089,2012-03-23,PHX,31,23,14,4,1,-3,47,30,12,1015,1012,1010,16,16,16,19,9,35.0,0.00,0,,106,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,3235,0,3,2012,1,84.43
4090,2012-03-23,IAH,29,21,13,16,11,6,90,62,25,1018,1015,1014,16,16,16,10,3,,0.00,0,,295,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,3235,0,3,2012,1,84.43
4091,2012-03-23,MIA,28,25,22,19,17,16,79,65,51,1021,1019,1017,16,16,16,26,14,29.0,0.00,3,,111,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,3235,0,3,2012,1,84.43
4092,2012-03-23,MCO,30,23,17,19,17,14,100,70,40,1021,1019,1016,16,16,13,23,8,29.0,0.00,3,Fog,162,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,3235,0,3,2012,1,84.43
4093,2012-03-23,EWR,25,19,14,14,10,1,90,62,34,1019,1018,1017,16,14,8,29,11,40.0,0.00,5,,119,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,3235,0,3,2012,1,84.43
4094,2012-03-23,SEA,12,7,1,1,-1,-4,92,62,32,1019,1017,1015,16,16,16,26,10,29.0,0.00,1,,42,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,3235,0,3,2012,1,84.43
4095,2012-03-23,MSP,23,19,15,16,13,11,97,73,49,1015,1013,1011,16,11,6,21,7,29.0,T,7,,113,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,3235,0,3,2012,1,84.43
4096,2012-03-23,DTW,23,18,12,12,12,10,78,66,53,1019,1015,1012,16,13,6,29,8,34.0,1.27,8,Rain,85,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,3235,0,3,2012,1,84.43
4097,2012-03-23,PHL,27,19,12,15,13,11,100,73,45,1020,1018,1016,16,10,4,24,11,32.0,0.00,4,,136,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,3235,0,3,2012,1,84.43
4098,2012-03-23,BOS,24,19,14,11,3,-8,72,46,19,1020,1017,1015,16,16,16,34,13,47.0,0.00,4,,336,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,3235,0,3,2012,1,84.43
4099,2012-03-23,LGA,24,19,14,11,3,-8,72,46,19,1020,1017,1015,16,16,16,34,13,47.0,0.00,4,,336,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4100,2012-03-24,ATL,23,19,16,16,11,4,93,63,33,1013,1012,1009,16,16,16,39,14,48.0,T,5,Rain,259,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,3235,0,3,2012,1,84.43
4101,2012-03-24,ORD,16,13,11,13,11,9,100,89,78,1014,1011,1008,16,5,0,21,9,34.0,0.00,8,Fog,25,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,3235,0,3,2012,1,84.43
4102,2012-03-24,LAX,17,14,11,10,9,8,89,73,56,1016,1015,1013,16,16,14,27,11,34.0,0.00,6,,278,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,3235,0,3,2012,1,84.43
4103,2012-03-24,DFW,27,19,10,14,11,8,89,63,39,1018,1015,1014,16,16,16,14,4,21.0,0.00,0,,161,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,3235,0,3,2012,1,84.43
4104,2012-03-24,DEN,22,14,6,3,-3,-8,39,28,16,1018,1014,1010,16,16,16,32,18,47.0,0.00,2,,129,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,3235,0,3,2012,1,84.43
4105,2012-03-24,JFK,16,13,11,7,1,-5,77,51,25,1020,1017,1016,16,16,13,39,18,50.0,0.00,7,Rain,93,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4106,2012-03-24,SFO,12,9,7,7,4,-1,89,65,41,1013,1012,1010,16,11,5,39,11,42.0,27.43,8,Rain,95,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,3235,0,3,2012,1,84.43
4107,2012-03-24,CLT,26,21,16,18,16,13,93,70,47,1014,1011,1007,16,13,1,34,13,42.0,8.64,7,Rain-Thunderstorm,189,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,3235,0,3,2012,1,84.43
4108,2012-03-24,LAS,27,21,14,2,-1,-4,36,27,17,1012,1009,1007,16,16,16,35,13,48.0,0.00,8,,199,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,3235,0,3,2012,1,84.43
4109,2012-03-24,PHX,31,23,15,3,-1,-4,42,27,11,1013,1011,1009,16,16,16,21,8,27.0,0.00,4,,122,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,3235,0,3,2012,1,84.43
4110,2012-03-24,IAH,29,21,14,16,14,12,94,71,39,1018,1016,1014,16,13,0,8,2,,0.00,1,,299,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,3235,0,3,2012,1,84.43
4111,2012-03-24,MIA,28,24,21,18,17,16,79,65,51,1018,1016,1015,16,16,16,19,9,26.0,0.00,2,,144,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,3235,0,3,2012,1,84.43
4112,2012-03-24,MCO,31,24,18,19,17,15,93,69,44,1018,1015,1012,16,16,16,26,11,35.0,0.00,5,Rain-Thunderstorm,198,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,3235,0,3,2012,1,84.43
4113,2012-03-24,EWR,17,14,12,8,-1,-7,67,45,23,1019,1017,1015,16,16,8,29,13,39.0,0.00,7,Rain,84,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,3235,0,3,2012,1,84.43
4114,2012-03-24,SEA,15,9,3,2,1,0,85,61,37,1017,1015,1012,16,16,16,29,19,34.0,0.00,4,,360,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,3235,0,3,2012,1,84.43
4115,2012-03-24,MSP,20,16,11,13,11,8,100,80,59,1017,1014,1012,16,12,1,16,9,32.0,0.00,6,Fog,341,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,3235,0,3,2012,1,84.43
4116,2012-03-24,DTW,16,14,12,12,11,8,93,83,72,1012,1010,1009,16,9,1,21,9,27.0,0.25,8,Fog-Rain,74,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,3235,0,3,2012,1,84.43
4117,2012-03-24,PHL,16,14,11,11,8,4,89,76,62,1017,1015,1013,16,16,11,29,13,39.0,1.02,8,Rain,76,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,3235,0,3,2012,1,84.43
4118,2012-03-24,BOS,15,12,8,3,1,-6,66,44,22,1022,1020,1017,16,16,16,21,13,26.0,0.00,7,,95,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,3235,0,3,2012,1,84.43
4119,2012-03-24,LGA,15,12,8,3,1,-6,66,44,22,1022,1020,1017,16,16,16,21,13,26.0,0.00,7,,95,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4120,2012-03-25,ATL,22,16,9,9,7,5,89,62,35,1014,1012,1011,16,16,16,39,21,50.0,0.00,1,,313,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,3235,0,3,2012,1,84.43
4121,2012-03-25,ORD,22,14,6,13,9,2,96,77,57,1022,1017,1014,16,12,4,35,14,53.0,0.00,6,,30,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,3235,0,3,2012,1,84.43
4122,2012-03-25,LAX,13,12,9,11,8,6,89,80,71,1014,1012,1010,16,12,3,50,18,58.0,24.89,7,Rain,132,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,3235,0,3,2012,1,84.43
4123,2012-03-25,DFW,30,23,15,14,13,11,84,58,32,1019,1016,1015,16,16,16,14,3,34.0,0.00,1,,114,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,3235,0,3,2012,1,84.43
4124,2012-03-25,DEN,24,13,3,4,2,-6,85,50,14,1016,1012,1007,16,16,16,39,14,48.0,0.00,5,,194,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,3235,0,3,2012,1,84.43
4125,2012-03-25,JFK,11,9,7,6,4,2,83,74,65,1016,1010,1007,16,15,10,27,15,34.0,1.02,7,Rain,34,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4126,2012-03-25,SFO,14,11,7,7,5,4,89,72,55,1013,1010,1009,16,16,13,35,15,39.0,5.33,6,Rain,299,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,3235,0,3,2012,1,84.43
4127,2012-03-25,CLT,19,15,11,13,11,9,86,73,60,1010,1008,1006,16,16,16,29,12,35.0,T,6,Rain-Thunderstorm,340,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,3235,0,3,2012,1,84.43
4128,2012-03-25,LAS,25,17,9,3,-1,-4,47,32,16,1008,1004,1001,16,16,14,58,28,79.0,T,5,Rain,186,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,3235,0,3,2012,1,84.43
4129,2012-03-25,PHX,29,23,16,4,1,-4,42,27,11,1011,1009,1007,16,16,16,37,13,48.0,0.00,6,,157,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,3235,0,3,2012,1,84.43
4130,2012-03-25,IAH,30,22,16,17,15,12,94,65,35,1019,1016,1014,16,15,13,13,5,,0.00,1,,243,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,3235,0,3,2012,1,84.43
4131,2012-03-25,MIA,30,26,21,19,18,16,84,64,44,1016,1013,1011,16,16,16,32,13,40.0,0.00,4,,236,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,3235,0,3,2012,1,84.43
4132,2012-03-25,MCO,29,24,19,19,15,6,90,57,24,1014,1012,1009,16,16,16,39,19,50.0,T,4,,266,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,3235,0,3,2012,1,84.43
4133,2012-03-25,EWR,12,10,8,6,4,3,80,72,64,1015,1010,1007,16,16,6,26,13,35.0,1.52,7,Rain,34,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,3235,0,3,2012,1,84.43
4134,2012-03-25,SEA,13,8,2,5,2,0,85,68,50,1013,1009,1007,16,16,16,24,10,32.0,T,6,,354,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,3235,0,3,2012,1,84.43
4135,2012-03-25,MSP,14,9,3,7,-1,-6,85,57,29,1024,1022,1018,16,16,16,32,18,45.0,0.00,5,,8,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,3235,0,3,2012,1,84.43
4136,2012-03-25,DTW,23,16,9,10,8,1,96,64,31,1018,1013,1011,16,10,2,29,12,39.0,T,6,,323,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,3235,0,3,2012,1,84.43
4137,2012-03-25,PHL,15,12,8,9,8,7,100,84,67,1013,1010,1007,16,12,4,27,12,35.0,0.25,7,Rain,39,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,3235,0,3,2012,1,84.43
4138,2012-03-25,BOS,9,7,6,4,3,2,89,77,65,1017,1011,1006,16,14,4,21,11,23.0,0.25,8,Rain,91,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,3235,0,3,2012,1,84.43
4139,2012-03-25,LGA,9,7,6,4,3,2,89,77,65,1017,1011,1006,16,14,4,21,11,23.0,0.25,8,Rain,91,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,3235,0,3,2012,1,84.43
4140,2012-03-26,ATL,27,20,13,10,8,4,77,50,23,1017,1015,1013,16,16,16,23,12,27.0,0.00,0,,335,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,3269,0,3,2012,1,84.43
4141,2012-03-26,ORD,8,6,3,2,-2,-3,76,61,45,1029,1027,1022,16,16,16,39,25,53.0,T,6,,50,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,3269,0,3,2012,1,84.43
4142,2012-03-26,LAX,15,12,9,9,8,7,93,80,67,1021,1018,1014,16,15,6,27,12,34.0,3.30,5,Rain,74,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,3269,0,3,2012,1,84.43
4143,2012-03-26,DFW,28,21,14,15,13,12,80,62,43,1017,1015,1014,16,16,16,27,11,35.0,0.00,2,,170,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,3269,0,3,2012,1,84.43
4144,2012-03-26,DEN,27,17,8,2,-8,-21,61,32,3,1007,1000,992,16,16,16,72,31,90.0,0.00,4,,222,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,3269,0,3,2012,1,84.43
4145,2012-03-26,JFK,14,8,2,7,-5,-17,92,55,17,1020,1010,1006,16,16,16,61,34,74.0,0.00,2,,310,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,3269,0,3,2012,1,84.43
4146,2012-03-26,SFO,14,11,7,4,3,2,83,65,47,1019,1017,1014,16,16,16,34,17,37.0,0.00,6,,179,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,3269,0,3,2012,1,84.43
4147,2012-03-26,CLT,27,19,11,12,8,4,89,57,25,1019,1014,1010,16,16,16,27,12,39.0,0.00,1,,335,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,3269,0,3,2012,1,84.43
4148,2012-03-26,LAS,18,14,9,-1,-3,-5,50,35,20,1016,1013,1007,16,16,16,42,24,56.0,0.00,2,,207,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,3269,0,3,2012,1,84.43
